date,ndx,inx,vol,vix,fed,t10y2y,cape,margin,arkk,margin_lag,F1_cape,mom12,F3_vix,arkk_ndx_mom,ici_anom,F7_fed,rel_mom12,s1,s2,s3,s4,s5,s6,s7,s8,f5_raw,total
2020-10-30,11052.95,3269.96,51333972311.0,27.64761904761905,0.09,0.56,31.28,659313.0,88.918,654324.0,31.28,0.367291246847101,27.64761904761905,0.6929988500063213,50096.0,0.09,0.2907824700657371,96.06986899563319,96.66666666666667,8.333333333333343,98.33333333333333,100.0,94.16666666666667,90.0,97.5,100.0,88.09730713245997
2020-11-30,12268.32,3621.63,53536029492.0,24.9955,0.09,0.68,32.47,722118.0,110.053,659313.0,32.47,0.45987472155055875,24.9955,0.7766112156954177,108063.0,0.09,0.306849232690394,99.1304347826087,98.33333333333333,10.0,98.33333333333333,100.0,100.0,90.0,98.33333333333333,100.0,90.07608695652173
2020-12-31,12888.28,3756.07,50012211455.0,22.37409090909091,0.09,0.8,33.77,778037.0,123.471,722118.0,33.77,0.4758017512741797,22.37409090909091,1.0430892683512643,75588.5,0.09,0.31321253133348437,100.0,99.16666666666667,16.666666666666657,100.0,100.0,99.16666666666667,90.0,98.33333333333333,100.0,91.19166666666666
2021-01-29,12925.38,3714.24,51314664046.0,22.37409090909091,0.09,0.8,34.51,798605.0,136.315,778037.0,34.51,0.43750938385210025,22.37409090909091,1.249453479823686,75588.5,0.09,0.28599272917316476,100.0,96.66666666666667,17.5,100.0,100.0,98.33333333333333,90.0,95.0,100.0,90.35
2021-02-26,12909.44,3811.15,45312810114.0,24.91,0.09,1.0,35.1,813680.0,129.293,798605.0,35.1,0.5256085267607598,24.91,0.9728069321764383,77777.0,0.09,0.2355387283029602,100.0,99.16666666666667,11.666666666666671,100.0,93.22033898305085,99.16666666666667,90.0,93.33333333333333,96.61016949152543,89.26370056497174
2021-03-31,13091.44,3972.89,61183739628.0,21.84304347826087,0.07,1.58,35.04,822551.0,118.968,813680.0,35.04,0.6754898572982659,21.84304347826087,1.0852369428780966,104685.0,0.07,0.13834470081309824,99.57264957264957,100.0,19.16666666666667,100.0,96.66666666666666,99.16666666666667,98.33333333333333,90.0,98.33333333333333,89.87286324786325
2021-04-30,13860.76,4181.17,44569621182.0,17.416190476190476,0.07,1.49,36.72,847186.0,119.782,822551.0,36.72,0.5399971779376946,17.416190476190476,0.6704514370948764,94666.0,0.07,0.10436782375579146,100.0,98.33333333333333,38.33333333333333,100.0,77.04918032786884,98.33333333333333,98.33333333333333,72.5,88.52459016393442,86.96325136612022
2021-05-28,13686.51,4204.11,44739836296.0,17.416190476190476,0.07,1.49,36.55,861626.0,111.183,847186.0,36.55,0.4323130166510909,17.416190476190476,0.3748060406426923,94666.0,0.07,0.05133998828012998,99.57627118644068,93.33333333333333,38.33333333333333,100.0,45.16129032258064,97.5,98.33333333333333,35.0,72.58064516129032,77.33971660287953
2021-06-30,14554.8,4297.5,45608522954.0,16.956818181818182,0.08,1.2,36.7,882103.0,129.71,861626.0,36.7,0.4330033425717619,16.956818181818182,0.42426838239566345,113244.0,0.08,0.04684269308413325,99.57805907172997,93.33333333333333,40.0,100.0,52.38095238095238,100.0,93.33333333333333,31.666666666666664,76.19047619047619,78.10370705244124
2021-07-30,14959.9,4395.26,41950748525.0,16.956818181818182,0.08,1.2,37.44,844324.0,119.018,882103.0,37.44,0.3717279119154071,16.956818181818182,0.14032219416618052,113244.0,0.08,0.02807191641539486,100.0,90.0,40.0,100.0,6.25,99.16666666666667,93.33333333333333,24.166666666666668,53.125,71.925
2021-08-31,15582.51,4522.68,40953480099.0,17.472727272727273,0.09,1.1,37.97,911545.0,121.031,844324.0,37.97,0.2866729421090439,17.472727272727273,0.009661833607506276,79068.0,0.09,-0.005406902247598877,100.0,76.66666666666667,35.83333333333333,97.5,0.0,95.0,85.83333333333333,11.666666666666666,27.692307692307693,66.33333333333334
2021-09-30,14689.62,4307.54,43096943956.0,19.824761904761903,0.08,1.24,37.62,903117.0,109.625,911545.0,37.62,0.2865250313976282,19.824761904761903,-0.06986187922733422,68236.0,0.08,0.005662706092840919,99.58333333333333,75.83333333333333,21.66666666666667,100.0,0.0,90.83333333333333,93.33333333333333,15.0,13.636363636363635,65.05833333333334
2021-10-29,15850.47,4605.38,41734569588.0,19.824761904761903,0.08,1.24,37.25,935862.0,120.287,903117.0,37.25,0.4340488285932713,19.824761904761903,-0.08126311591417368,68236.0,0.08,0.025658511892149516,98.7551867219917,93.33333333333333,21.66666666666667,99.16666666666667,0.0,90.0,93.33333333333333,21.666666666666668,7.462686567164178,67.71770401106501
2021-11-30,16135.92,4567.0,47188041702.0,18.50047619047619,0.08,0.91,38.58,918598.0,104.825,935862.0,38.58,0.31525098791032513,18.50047619047619,-0.3627553721615495,76640.5,0.08,0.05421659179586835,100.0,80.83333333333333,25.83333333333333,100.0,0.0,93.33333333333333,94.16666666666667,40.833333333333336,0.0,70.40833333333333
2021-12-31,16320.08,4766.18,49779278405.0,21.354545454545455,0.08,0.79,38.31,910021.0,94.59,918598.0,38.31,0.26627292392778545,21.354545454545455,-0.5001821009815066,121156.5,0.08,-0.0026544389807865443,99.58847736625515,65.83333333333333,16.666666666666657,99.16666666666667,0.0,100.0,94.16666666666667,14.166666666666666,0.0,64.45936213991769
2022-01-31,14930.05,4515.55,54612068715.0,23.181,0.08,0.61,36.94,829637.0,75.43,910021.0,36.94,0.15509563355197287,23.181,-0.6017449384707272,40144.5,0.08,-0.060644329401417396,97.54098360655738,35.833333333333336,10.0,97.5,0.0,80.0,94.16666666666667,4.166666666666666,0.0,54.98319672131148
2022-02-28,14237.81,4373.94,50653701487.0,25.748421052631578,0.08,0.39,35.29,835255.0,70.47,829637.0,35.29,0.10289911878439328,25.748421052631578,-0.5578580106037494,77495.5,0.08,-0.04477021986666996,95.91836734693877,23.333333333333332,5.833333333333329,92.5,0.0,92.5,94.16666666666667,6.666666666666667,1.4084507042253522,54.09200680272109
2022-03-31,14838.49,4530.41,61933206634.0,26.968695652173913,0.2,0.04,34.27,799660.0,66.29,835255.0,34.27,0.13344979620270947,26.968695652173913,-0.5762411350501306,102175.5,0.2,-0.006881297786804463,94.3089430894309,33.33333333333333,5.0,92.5,0.0,95.83333333333334,43.333333333333336,11.666666666666666,1.3888888888888888,56.13678861788618
2022-04-29,12854.8,4131.93,49420836427.0,26.968695652173913,0.2,0.04,33.89,772940.0,47.13,799660.0,33.89,-0.07257610693785921,26.968695652173913,-0.5339590986856901,102175.5,0.2,-0.0607994989549262,93.92712550607287,0.0,5.833333333333329,89.16666666666667,0.0,95.0,44.166666666666664,4.166666666666666,4.10958904109589,50.29375843454791
2022-05-31,12642.1,4132.15,56852798814.0,29.313636363636363,0.77,0.32,30.67,752944.0,44.09,772940.0,30.67,-0.07630944630881065,29.313636363636363,-0.5271371237603546,81604.0,0.77,-0.05919286277507818,85.48387096774194,0.0,3.3333333333333286,86.66666666666667,0.0,92.5,30.0,5.833333333333333,5.405405405405405,47.78010752688172
2022-06-30,11503.72,3785.38,53162507955.0,28.23318181818182,1.21,0.06,29.05,683445.0,39.88,752944.0,29.05,-0.20962706461098746,28.23318181818182,-0.482917843260418,46408.0,1.21,-0.09046010707753782,76.30522088353415,0.0,4.166666666666657,85.83333333333333,0.0,77.5,21.66666666666667,0.8333333333333334,8.0,42.87771084337349
