date,ndx,inx,vol,vix,fed,t10y2y,cape,margin,arkk,margin_lag,F1_cape,mom12,F3_vix,arkk_ndx_mom,ici_anom,F7_fed,rel_mom12,s1,s2,s3,s4,s5,s6,s7,s8,f5_raw,total
2022-07-29,12947.97,4130.29,44910390253.0,28.23318181818182,1.21,0.06,29.0,696781.0,45.13,683445.0,29.0,-0.1344881984505244,28.23318181818182,-0.48632545998769494,46408.0,1.21,-0.07420280008956281,75.6,0.8333333333333334,5.0,84.16666666666667,0.0,76.66666666666667,22.5,2.5,7.894736842105263,42.745
2022-08-31,12272.03,3955.0,46931421338.0,22.169565217391302,2.33,-0.3,30.7,687787.0,41.88,696781.0,30.7,-0.21244844380013228,22.169565217391302,-0.4415245052790292,32752.5,2.33,-0.08692994591834535,85.65737051792829,0.0,20.833333333333343,84.16666666666667,0.0,74.16666666666667,6.666666666666671,1.6666666666666667,10.38961038961039,45.739807436918994
2022-09-30,10971.22,3585.62,53153344409.0,27.34181818181818,2.56,-0.39,28.23,664009.0,37.73,687787.0,28.23,-0.25313112252052816,27.34181818181818,-0.4026955593494832,10631.5,2.56,-0.08553662542938101,71.82539682539682,0.0,7.5,83.33333333333334,0.0,60.0,0.0,2.5,11.538461538461538,39.49007936507937
2022-10-31,11405.57,3871.98,57093161986.0,30.005714285714287,3.08,-0.41,27.08,649618.0,38.28,664009.0,27.08,-0.2804270157288711,30.005714285714287,-0.4013341055893096,70501.5,3.08,-0.12117848466303072,65.61264822134387,0.0,3.3333333333333286,80.0,0.0,85.83333333333333,0.0,0.0,12.658227848101266,40.73086297760211
2022-11-30,12030.06,4080.11,52380649502.0,23.29909090909091,3.78,-0.7,28.38,643783.0,37.48,649618.0,28.38,-0.25445465768298314,23.29909090909091,-0.38799704754000763,41545.5,3.78,-0.14784419129366855,72.44094488188976,0.8333333333333334,16.666666666666657,75.0,0.0,74.16666666666667,0.0,0.0,13.750000000000002,40.87985564304462
2022-12-30,10939.76,3839.5,48885838060.0,23.29909090909091,3.78,-0.7,28.32,606659.0,31.24,643783.0,28.32,-0.32967485453502676,23.29909090909091,-0.34005767533070963,41545.5,3.78,-0.13524661221098522,72.15686274509804,0.0,17.5,70.0,0.0,73.33333333333333,0.8333333333333286,0.8333333333333334,16.049382716049383,39.90637254901961
2023-01-31,12101.93,4076.6,48726753617.0,20.16904761904762,4.33,-0.69,28.34,641228.0,39.93,606659.0,28.34,-0.18942468377533894,20.16904761904762,-0.28121034207644424,14168.5,4.33,-0.09221614882389328,72.265625,5.0,26.66666666666667,65.0,0.0,62.5,0.0,2.5,17.073170731707318,39.16979166666667
2023-02-28,12042.12,3970.15,46674728982.0,20.1205,4.57,-0.89,28.92,624379.0,39.62,641228.0,28.92,-0.15421543060344245,20.1205,-0.28355950908720606,-29605.0,4.57,-0.06189820631595799,75.4863813229572,5.833333333333333,27.5,68.33333333333333,0.0,5.0,0.0,10.833333333333334,16.867469879518072,33.222276264591436
2023-03-31,13181.35,4109.31,64862286883.0,21.644347826086957,4.65,-0.58,27.94,645429.0,40.34,624379.0,27.94,-0.11167847941401043,21.644347826086957,-0.2797832795239893,4496.0,4.65,-0.01872883467986952,69.76744186046511,7.5,25.83333333333333,66.66666666666666,0.0,50.83333333333333,0.0,17.5,19.047619047619047,39.686821705426354
2023-04-28,13245.99,4169.48,43509341352.0,21.644347826086957,4.65,-0.58,28.77,631949.0,35.92,645429.0,28.77,0.0304314341724492,21.644347826086957,-0.26828418189152414,4496.0,4.65,0.021343671311026213,74.13127413127413,17.5,26.66666666666667,71.66666666666667,0.0,50.83333333333333,0.8333333333333286,31.666666666666664,20.0,44.8679214929215
2023-05-31,14254.09,4179.83,54594788096.0,17.63608695652174,5.06,-0.76,28.76,644170.0,40.49,631949.0,28.76,0.12750967007063707,17.63608695652174,-0.20916083813595798,-2013.5,5.06,0.1159708827565269,73.84615384615385,36.666666666666664,42.50000000000001,66.66666666666666,0.0,44.166666666666664,0.0,78.33333333333333,20.930232558139537,53.79423076923077
2023-06-30,15179.21,4450.38,52609485523.0,14.003181818181817,5.08,-1.06,29.94,681228.0,44.14,644170.0,29.94,0.31950447333558185,14.003181818181817,-0.2126840119514295,42117.5,5.08,0.14382858346455163,81.60919540229885,80.83333333333333,73.33333333333333,69.16666666666667,0.0,75.0,0.0,90.0,20.689655172413794,70.55517241379312
2023-07-31,15757.0,4588.96,46529113006.0,13.932380952380951,5.12,-0.91,30.89,709834.0,50.45,681228.0,30.89,0.21694752150337093,13.932380952380951,-0.09906584634272386,22379.0,5.12,0.105897207845008,87.02290076335878,55.00000000000001,77.5,81.66666666666667,0.0,65.83333333333333,0.0,73.33333333333333,23.863636363636363,67.32958015267175
2023-08-31,15501.07,4507.66,47766583114.0,15.85391304347826,5.33,-0.76,30.09,689185.0,43.75,709834.0,30.09,0.2631219121856774,15.85391304347826,-0.21847052727641292,-23347.0,5.33,0.12338487046633473,82.50950570342205,65.0,51.666666666666664,84.16666666666667,0.0,14.166666666666666,0.0,82.5,20.224719101123593,59.11856780735108
2023-09-29,14715.24,4288.05,45176621792.0,15.85391304347826,5.33,-0.76,29.8,680846.0,39.67,689185.0,29.8,0.34125831037933807,15.85391304347826,-0.2898403405940213,-23347.0,5.33,0.14535634642331363,79.92424242424242,85.0,52.5,82.5,0.0,14.166666666666666,0.8333333333333286,90.0,15.555555555555555,61.90984848484848
2023-10-31,14409.78,4193.8,53699685567.0,18.887727272727272,5.33,-0.19,28.7,635276.0,35.08,680846.0,28.7,0.26339849740083143,18.887727272727272,-0.3469930637540185,-1513.5,5.33,0.18028339866581722,72.0754716981132,64.16666666666667,35.83333333333333,79.16666666666666,0.0,49.166666666666664,1.6666666666666714,91.66666666666666,14.285714285714285,61.07342767295597
2023-11-30,15947.87,4567.8,48696966540.0,14.01909090909091,5.33,-0.36,30.01,660887.0,46.11,635276.0,30.01,0.3256683674063139,14.01909090909091,-0.09541223080012373,67699.5,5.33,0.2061397272471024,81.95488721804512,82.5,74.16666666666666,62.5,0.0,81.66666666666667,2.5,91.66666666666666,28.26086956521739,70.95764411027568
2023-12-29,16825.93,4769.83,48792148009.0,14.01909090909091,5.33,-0.36,31.45,700774.0,52.37,660887.0,31.45,0.5380529371759526,14.01909090909091,0.138323503284995,67699.5,5.33,0.29574794954735517,90.2621722846442,97.5,74.16666666666666,75.83333333333333,31.182795698924735,80.83333333333333,3.3333333333333286,96.66666666666667,65.59139784946237,80.56238069348797
2024-01-31,17137.24,4845.65,52173069546.0,13.388636363636364,5.33,-0.28,31.97,701975.0,45.41,700774.0,31.97,0.41607495663914773,13.388636363636364,-0.27883478634112624,28782.0,5.33,0.22742510136759808,91.4179104477612,90.0,80.83333333333333,83.33333333333334,0.0,69.16666666666667,4.166666666666657,90.83333333333333,20.212765957446805,76.16691542288557
2024-02-29,18043.85,5096.27,49185456276.0,13.980476190476189,5.33,-0.39,33.04,742963.0,51.25,701975.0,33.04,0.4983948009154533,13.980476190476189,-0.2048561840552816,2688.0,5.33,0.21474808731521144,93.3085501858736,95.83333333333334,74.16666666666666,83.33333333333334,0.0,53.333333333333336,5.0,90.0,25.263157894736842,74.07837670384139
2024-03-28,18254.69,5254.35,50529691573.0,13.980476190476189,5.33,-0.39,33.76,784136.0,50.08,742963.0,33.76,0.3848877391162513,13.980476190476189,-0.14344004452031678,2688.0,5.33,0.1062424190990221,93.7037037037037,87.5,74.16666666666666,85.0,0.0,53.333333333333336,5.833333333333329,68.33333333333333,26.041666666666668,70.2074074074074
2024-04-30,17440.69,5035.69,51618961789.0,16.137727272727275,5.33,-0.35,33.03,775464.0,43.46,784136.0,33.03,0.31667697167218156,16.137727272727275,-0.10676605853186971,-17573.5,5.33,0.10892684455800894,92.619926199262,76.66666666666667,52.5,87.5,0.0,17.5,6.666666666666671,69.16666666666667,27.835051546391753,61.723985239852404
2024-05-31,18536.65,5277.51,49274641399.0,13.058695652173913,5.33,-0.38,33.78,809431.0,42.45,775464.0,33.78,0.3004442935325933,13.058695652173913,-0.2520372794550432,49449.5,5.33,0.037830742263761596,94.11764705882352,72.5,83.33333333333334,85.83333333333333,0.0,75.83333333333333,7.5,32.5,21.428571428571427,67.55686274509804
2024-06-28,19682.87,5460.48,50250479864.0,13.058695652173913,5.33,-0.38,34.81,809322.0,43.95,809431.0,34.81,0.2966992353356992,13.058695652173913,-0.3010037210629307,49449.5,5.33,0.06972985294588097,95.23809523809523,71.66666666666667,83.33333333333334,89.16666666666667,0.0,75.0,8.333333333333343,50.0,15.151515151515152,70.78095238095239
2024-07-31,19362.43,5522.3,57511801709.0,14.373913043478263,5.33,-0.2,35.48,810835.0,45.53,809322.0,35.48,0.22881449514501484,14.373913043478263,-0.3263367944512586,98251.5,5.33,0.025426363629377224,96.35036496350365,54.166666666666664,65.0,88.33333333333333,0.0,94.16666666666667,9.166666666666671,27.500000000000004,15.0,66.42007299270074
2024-08-30,19574.64,5648.4,56151673114.0,14.373913043478263,5.33,-0.2,35.08,797162.0,44.82,810835.0,35.08,0.2627928265597148,14.373913043478263,-0.23833568370257185,98251.5,5.33,0.009725825055608484,95.27272727272728,61.66666666666667,65.83333333333334,89.16666666666667,0.0,93.33333333333333,10.0,24.166666666666668,23.762376237623762,66.7128787878788
2024-09-30,20060.69,5762.48,53950492878.0,17.663333333333334,5.13,0.15,35.7,813211.0,47.53,797162.0,35.7,0.36325945074630095,17.663333333333334,-0.16512484020937124,38005.5,5.13,0.01941318029702921,96.37681159420289,84.16666666666667,43.333333333333336,85.0,0.0,66.66666666666666,10.833333333333329,26.666666666666668,28.431372549019606,63.00869565217391
2024-10-31,19890.42,5705.45,54298526603.0,19.960869565217394,4.83,0.12,36.59,815369.0,45.89,813211.0,36.59,0.3803416846058716,19.960869565217394,-0.07218889099127623,64991.5,4.83,0.01989292691594846,96.75090252707581,86.66666666666667,30.0,89.16666666666667,0.0,78.33333333333333,14.166666666666671,27.500000000000004,42.71844660194174,64.67518050541517
2024-11-29,20930.37,6032.38,54833700852.0,19.960869565217394,4.83,0.12,37.36,890852.0,57.98,815369.0,37.36,0.31242416698907105,19.960869565217394,-0.05499627716040045,64991.5,4.83,-0.008207209165751905,98.20143884892086,74.16666666666667,30.83333333333333,90.0,0.0,77.5,15.0,14.166666666666666,48.07692307692308,61.5736211031175
2024-12-31,21012.17,5881.63,55907690169.0,15.866190476190477,4.48,0.33,37.72,899168.0,56.77,890852.0,37.72,0.2487969461420556,15.866190476190477,-0.16477937883252713,87176.5,4.48,0.015706877942559982,98.9247311827957,58.333333333333336,54.16666666666667,95.83333333333334,0.0,90.83333333333333,18.33333333333333,27.500000000000004,28.57142857142857,67.20161290322581
2025-01-31,21478.05,6040.53,56529574329.0,16.763636363636365,4.33,0.36,37.14,937253.0,62.87,899168.0,37.14,0.25329691362203,16.763636363636365,0.1311998932487033,35714.0,4.33,0.006708736597275777,97.14285714285714,58.333333333333336,49.16666666666667,95.83333333333334,37.73584905660377,63.33333333333333,20.0,22.5,68.86792452830188,65.24382300089849
2025-02-28,20884.41,5954.5,59666359645.0,16.968,4.33,0.25,37.19,918144.0,55.64,937253.0,37.19,0.15742538316379284,16.968,-0.07176684657842691,52457.5,4.33,-0.010978174732472423,97.15302491103202,39.166666666666664,47.5,100.0,0.0,73.33333333333333,20.833333333333343,13.333333333333334,42.99065420560748,59.88060498220641
2025-03-31,19278.45,5611.85,72837531780.0,21.841428571428573,4.33,0.34,34.79,880316.0,47.58,918144.0,34.79,0.05608202604371826,21.841428571428573,-0.10600215383924538,27049.5,4.33,-0.011956836993574749,92.19858156028369,25.0,25.83333333333333,97.5,0.0,60.0,21.66666666666667,13.333333333333334,31.48148148148148,52.57304964539007
2025-04-30,19571.02,5569.06,80604375723.0,31.966190476190473,4.33,0.57,32.63,850558.0,50.84,880316.0,32.63,0.12214711688585722,31.966190476190473,0.04766420386885972,-9239.5,4.33,0.016229159267338034,88.69257950530034,35.833333333333336,2.5,91.66666666666666,22.935779816513758,28.333333333333332,22.5,30.833333333333336,61.46788990825688,49.95709388271144
2025-05-30,21340.99,5911.69,64040967161.0,31.966190476190473,4.33,0.57,35.08,920960.0,56.37,850558.0,35.08,0.15128623564667842,31.966190476190473,0.17662895869961126,-9239.5,4.33,0.031119717724400697,92.95774647887323,39.166666666666664,3.3333333333333286,90.0,49.09090909090909,28.333333333333332,23.33333333333333,39.166666666666664,74.54545454545455,54.85897353819888
2025-06-30,22679.01,6204.95,62687056571.0,18.403333333333336,4.33,0.52,36.12,1007961.0,70.29,920960.0,36.12,0.15222068732862626,18.403333333333336,0.4470967188147186,41669.5,4.33,0.015882856222203312,94.73684210526315,40.0,40.833333333333336,98.33333333333333,74.77477477477476,65.83333333333333,24.16666666666667,30.833333333333336,87.38738738738738,67.50817923186344
2025-07-31,23218.12,6339.39,66112180833.0,16.381304347826084,4.33,0.43,37.48,1022548.0,75.33,1007961.0,37.48,0.1991325468962315,16.381304347826084,0.45538096068118983,45203.0,4.33,0.05117064696323248,98.25174825174825,48.333333333333336,55.0,100.0,75.0,66.66666666666666,25.0,48.333333333333336,87.5,73.70034965034965
2025-08-29,23415.42,6460.26,61533243126.0,16.381304347826084,4.33,0.43,37.85,1059723.0,74.96,1022548.0,37.85,0.19621203761601747,16.381304347826084,0.47625561075524514,45203.0,4.33,0.052479299141405145,98.95470383275261,47.5,55.833333333333336,100.0,75.22123893805309,65.83333333333333,25.83333333333333,50.83333333333333,87.61061946902655,74.09639799368917
2025-09-30,24679.99,6688.46,67077232718.0,15.789090909090909,4.22,0.56,38.59,1126494.0,86.3,1059723.0,38.59,0.2302662570430032,15.789090909090909,0.5854290932620672,73078.5,4.22,0.06957502687821293,100.0,55.00000000000001,61.666666666666664,100.0,85.96491228070175,84.16666666666667,26.66666666666667,58.333333333333336,92.98245614035088,80.73815789473684
2025-10-31,25858.13,6840.2,73771250732.0,18.086521739130436,4.09,0.51,39.31,1183654.0,88.98,1126494.0,39.31,0.300029360868197,18.086521739130436,0.6389551673514589,112395.0,4.09,0.10114057908937157,100.0,70.83333333333334,40.833333333333336,100.0,86.08695652173913,97.5,27.5,66.66666666666666,93.04347826086956,83.81702898550725
2025-11-28,25434.89,6849.09,62784470638.0,18.086521739130436,4.09,0.51,39.16,1214321.0,79.68,1183654.0,39.16,0.21521454231339443,18.086521739130436,0.15905244630337023,112395.0,4.09,0.0798268512196636,99.6551724137931,50.0,40.833333333333336,100.0,37.93103448275863,96.66666666666667,28.33333333333333,60.83333333333333,68.96551724137932,75.43247126436782
2025-12-31,25249.85,6845.5,63377802199.0,15.548181818181819,3.72,0.71,39.59,1225597.0,76.92,1214321.0,39.59,0.20167740885401186,15.548181818181819,0.15326358110547367,157206.5,3.72,0.03779936824282082,100.0,45.83333333333333,62.5,100.0,36.75213675213675,100.0,30.83333333333333,42.5,68.37606837606837,74.80021367521368
2026-01-30,25552.39,6939.03,67733454799.0,15.548181818181819,3.72,0.71,39.65,1279042.0,74.87,1225597.0,39.65,0.18969785432103947,15.548181818181819,0.001172194987056674,157206.5,3.72,0.040952628322658446,100.0,41.66666666666667,62.5,100.0,0.0,99.16666666666667,31.66666666666667,45.83333333333333,50.0,71.0
2026-02-27,24960.04,6878.88,70329528538.0,16.17904761904762,3.64,0.74,39.02,1253192.0,72.91,1279042.0,39.02,0.1951517902588582,16.17904761904762,0.11523641966206188,77830.5,3.64,0.0399112159033288,98.63481228668942,42.5,54.16666666666667,100.0,24.369747899159663,85.0,32.5,45.0,62.18487394957983,70.18060391392052
2026-03-31,23740.19,6528.52,75553201123.0,25.596818181818183,3.64,0.51,37.04,1220922.0,67.59,1253192.0,37.04,0.23143665595522456,25.596818181818183,0.18911819902586013,33650.0,3.64,0.06809123510470294,93.87755102040816,54.166666666666664,14.166666666666671,99.16666666666667,45.0,54.166666666666664,33.33333333333334,57.49999999999999,72.5,65.7921768707483
2026-04-30,27452.12,7209.01,64033963161.0,19.811904761904763,3.64,0.52,38.15,1304281.0,75.84,1220922.0,38.15,0.4026923481760276,19.811904761904763,0.08904644017959784,87465.0,3.64,0.10821715846717206,97.28813559322033,88.33333333333333,34.16666666666667,97.5,18.33333333333333,87.5,34.16666666666667,70.83333333333334,59.166666666666664,76.60762711864407
2026-05-29,30333.18,7580.06,66020716203.0,19.811904761904763,3.64,0.52,40.28,1415557.0,81.95,1304281.0,40.28,0.4213576783457562,19.811904761904763,0.03242979726183659,87465.0,3.64,0.13914227124558676,100.0,89.16666666666667,35.0,100.0,1.6666666666666572,86.66666666666667,35.0,84.16666666666667,50.83333333333333,77.99166666666667
2026-06-30,30276.35,7499.36,77410052909.0,17.90681818181818,3.63,0.3,40.5,1502072.0,80.82,1415557.0,40.5,0.33499434058188604,17.90681818181818,-0.18518640204155323,106860.0,3.63,0.12638508506814294,100.0,78.33333333333333,43.333333333333336,100.0,0.0,93.33333333333333,35.83333333333333,79.16666666666666,24.166666666666668,77.60833333333333
2026-07-31,28274.2,7489.72,68689516177.0,17.09086956521739,3.63,0.47,40.73,1417225.0,71.24,1502072.0,40.73,0.2177644012521256,17.09086956521739,-0.2720588390591082,106860.0,3.63,0.03630687931389498,100.0,47.5,49.16666666666667,100.0,0.0,92.5,36.66666666666667,38.333333333333336,18.333333333333332,68.24166666666667
2026-08-31,29456.97,7686.14,58284718130.0,15.229523809523808,3.63,0.41,42.04,1417225.0,85.57,1417225.0,42.04,0.25801587159230976,15.229523809523808,-0.1164737157758744,106860.0,3.63,0.06825880299135556,100.0,55.833333333333336,68.33333333333334,99.16666666666667,0.0,91.66666666666666,37.5,55.00000000000001,28.333333333333332,73.38333333333333
